year,id_,marital,race,rincome,partyid,relig,denom
2e3,1037.0,Married,White,$8000 to 9999,Not str republican,Protestant,Other
2e3,1038.0,Divorced,White,$15000 - 19999,Not str democrat,None,Not applicable
2e3,1039.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Baptist-dk which
2e3,1040.0,Married,Black,$1000 to 2999,Other party,Catholic,Not applicable
2e3,1041.0,Married,White,$25000 or more,Independent,Protestant,No denomination
2e3,1042.0,Married,White,$10000 - 14999,"Ind,near rep",Catholic,Not applicable
2e3,1043.0,Married,Other,$10000 - 14999,Not str democrat,Catholic,Not applicable
2e3,1044.0,Married,White,$25000 or more,Not str democrat,Protestant,Southern baptist
2e3,1045.0,Separated,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,1046.0,Married,Black,$10000 - 14999,Not str democrat,Protestant,Southern baptist
2e3,1047.0,Married,Other,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,1048.0,Separated,Other,$7000 to 7999,Not str democrat,Catholic,Not applicable
2e3,1049.0,Divorced,Other,Not applicable,Not str republican,Catholic,Not applicable
2e3,1050.0,Married,Other,$20000 - 24999,Independent,Catholic,Not applicable
2e3,1051.0,Married,White,$25000 or more,"Ind,near rep",None,Not applicable
2e3,1052.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2e3,1053.0,Separated,Other,$25000 or more,Independent,Catholic,Not applicable
2e3,1054.0,Married,Other,$7000 to 7999,Not str democrat,Catholic,Not applicable
2e3,1055.0,Never married,White,Lt $1000,"Ind,near dem",Catholic,Not applicable
2e3,1056.0,Married,White,$25000 or more,"Ind,near rep",None,Not applicable
2e3,1057.0,Never married,Other,$25000 or more,Not str republican,Catholic,Not applicable
2e3,1058.0,Never married,Other,$5000 to 5999,Not str republican,Catholic,Not applicable
2e3,1059.0,Married,White,Refused,Strong republican,Protestant,Methodist-dk which
2e3,1060.0,Married,White,$25000 or more,Not str republican,Protestant,Episcopal
2e3,1061.0,Married,White,Not applicable,Independent,Protestant,United methodist
2e3,1062.0,Married,Other,Lt $1000,Strong democrat,None,Not applicable
2e3,1063.0,Married,Other,Don't know,Strong democrat,Catholic,Not applicable
2e3,1064.0,Married,White,Not applicable,Strong republican,Protestant,Other
2e3,1065.0,Divorced,White,$10000 - 14999,Independent,Protestant,Southern baptist
2e3,1066.0,Married,Other,$8000 to 9999,"Ind,near dem",Catholic,Not applicable
2e3,1067.0,Married,White,$20000 - 24999,Not str democrat,Catholic,Not applicable
2e3,1068.0,Married,White,$25000 or more,Strong republican,None,Not applicable
2e3,1069.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,1070.0,Married,White,$25000 or more,Independent,None,Not applicable
2e3,1071.0,Never married,White,Not applicable,"Ind,near dem",Protestant,No denomination
2e3,1072.0,Married,White,$25000 or more,Not str democrat,Protestant,Luth ch in america
2e3,1073.0,Married,White,$3000 to 3999,Not str republican,Protestant,United pres ch in us
2e3,1074.0,Married,Other,$25000 or more,"Ind,near dem",Hinduism,Not applicable
2e3,1075.0,Married,White,$5000 to 5999,Strong republican,None,Not applicable
2e3,1076.0,Divorced,Other,$25000 or more,Not str democrat,Protestant,Other
2e3,1077.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2e3,1078.0,Married,White,Not applicable,Independent,None,Not applicable
2e3,1079.0,Married,White,$25000 or more,"Ind,near dem",Jewish,Not applicable
2e3,1080.0,Never married,White,$1000 to 2999,Not str democrat,None,Not applicable
2e3,1081.0,Never married,White,Not applicable,"Ind,near dem",None,Not applicable
2e3,1082.0,Never married,White,Not applicable,Strong democrat,None,Not applicable
2e3,1083.0,Never married,White,$15000 - 19999,Not str democrat,None,Not applicable
2e3,1084.0,Divorced,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2e3,1085.0,Divorced,White,Not applicable,"Ind,near dem",Jewish,Not applicable
2e3,1086.0,Divorced,White,$20000 - 24999,Not str republican,Catholic,Not applicable
2e3,1087.0,Married,White,Not applicable,Strong republican,Protestant,"Presbyterian, merged"
2e3,1088.0,Married,White,$3000 to 3999,Strong republican,Catholic,Not applicable
2e3,1089.0,Divorced,White,Lt $1000,Strong democrat,None,Not applicable
2e3,1090.0,Never married,White,$25000 or more,Not str republican,None,Not applicable
2e3,1091.0,Married,White,Not applicable,Not str democrat,None,Not applicable
2e3,1092.0,Married,White,Not applicable,Strong republican,Protestant,Baptist-dk which
2e3,1093.0,Divorced,White,$10000 - 14999,Not str democrat,Protestant,Lutheran-dk which
2e3,1094.0,Divorced,White,$25000 or more,Strong republican,Christian,Not applicable
2e3,1095.0,Married,White,$25000 or more,Strong republican,Protestant,Lutheran-mo synod
2e3,1096.0,Married,Black,$25000 or more,Strong democrat,Protestant,Other baptists
2e3,1097.0,Separated,Black,$25000 or more,"Ind,near dem",Protestant,Other
2e3,1098.0,Never married,White,$20000 - 24999,"Ind,near rep",Protestant,Other
2e3,1099.0,Married,White,$25000 or more,Independent,Protestant,Lutheran-mo synod
2e3,1100.0,Never married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2e3,1101.0,Married,Other,$20000 - 24999,Independent,Protestant,Southern baptist
2e3,1102.0,Never married,White,Refused,Independent,Catholic,Not applicable
2e3,1103.0,Divorced,White,$25000 or more,Strong democrat,Protestant,United methodist
2e3,1104.0,Never married,White,$25000 or more,Not str republican,Protestant,Lutheran-mo synod
2e3,1105.0,Married,White,$25000 or more,Strong democrat,Protestant,No answer
2e3,1106.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2e3,1107.0,Married,White,$25000 or more,Independent,None,Not applicable
2e3,1108.0,Married,White,$25000 or more,Not str republican,Protestant,Lutheran-mo synod
2e3,1109.0,Married,White,$25000 or more,Independent,None,Not applicable
2e3,1110.0,Married,White,$10000 - 14999,Independent,Protestant,United methodist
2e3,1111.0,Married,White,$25000 or more,Independent,Protestant,United methodist
2e3,1112.0,Married,White,Not applicable,Not str republican,None,Not applicable
2e3,1113.0,Never married,White,$10000 - 14999,Strong democrat,None,Not applicable
2e3,1114.0,Never married,White,$15000 - 19999,Independent,None,Not applicable
2e3,1115.0,Widowed,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,1116.0,Never married,White,$8000 to 9999,Not str republican,Protestant,Lutheran-dk which
2e3,1117.0,Divorced,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,1118.0,Married,White,$15000 - 19999,Not str republican,Protestant,No denomination
2e3,1119.0,Never married,White,Not applicable,Strong republican,Protestant,Presbyterian c in us
2e3,1120.0,Married,White,$15000 - 19999,"Ind,near dem",Protestant,Lutheran-dk which
2e3,1121.0,Married,White,$20000 - 24999,Not str democrat,Catholic,Not applicable
2e3,1122.0,Never married,White,$8000 to 9999,Not str democrat,Protestant,Other
2e3,1123.0,Never married,White,Not applicable,Independent,None,Not applicable
2e3,1124.0,Never married,White,Not applicable,Independent,None,Not applicable
2e3,1125.0,Married,White,$25000 or more,Not str democrat,Protestant,Other
2e3,1126.0,Never married,White,Lt $1000,Not str democrat,Catholic,Not applicable
2e3,1127.0,Married,White,$15000 - 19999,Independent,Other,Not applicable
2e3,1128.0,Never married,White,$25000 or more,Independent,Protestant,Lutheran-dk which
2e3,1129.0,Widowed,White,Not applicable,Strong democrat,Protestant,United methodist
2e3,1130.0,Married,White,$20000 - 24999,Not str democrat,Protestant,Am lutheran
2e3,1131.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Am baptist asso
2e3,1132.0,Married,White,Not applicable,Independent,None,Not applicable
2e3,1133.0,Never married,Black,Not applicable,Strong democrat,Protestant,Am baptist asso
2e3,1134.0,Never married,White,$10000 - 14999,Not str democrat,Protestant,Presbyterian-dk wh
2e3,1135.0,Separated,White,Don't know,Not str republican,Jewish,Not applicable
2e3,1136.0,Widowed,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2e3,1137.0,Never married,Other,$8000 to 9999,Independent,Catholic,Not applicable
2e3,1138.0,Married,White,$20000 - 24999,Independent,Protestant,Other baptists
2e3,1139.0,Married,White,$10000 - 14999,Not str republican,Protestant,Other
2e3,1140.0,Divorced,White,$25000 or more,Not str democrat,None,Not applicable
2e3,1141.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Evangelical luth
2e3,1142.0,Divorced,White,$10000 - 14999,Strong democrat,Protestant,United methodist
2e3,1143.0,Married,Black,Not applicable,Independent,Catholic,Not applicable
2e3,1144.0,Married,Black,$20000 - 24999,Not str republican,Protestant,Am lutheran
2e3,1145.0,Married,White,$7000 to 7999,Not str democrat,None,Not applicable
2e3,1146.0,Married,White,$25000 or more,Other party,Protestant,No denomination
2e3,1147.0,Married,White,$4000 to 4999,"Ind,near rep",Protestant,No denomination
2e3,1148.0,Married,White,Not applicable,"Ind,near rep",None,Not applicable
2e3,1149.0,Married,White,$10000 - 14999,Independent,Catholic,Not applicable
2e3,1150.0,Married,White,$25000 or more,Independent,Catholic,Not applicable
2e3,1151.0,Widowed,White,Not applicable,Strong republican,Protestant,Episcopal
2e3,1152.0,Never married,White,$5000 to 5999,"Ind,near dem",None,Not applicable
2e3,1153.0,Never married,White,Lt $1000,"Ind,near dem",None,Not applicable
2e3,1154.0,Never married,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2e3,1155.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2e3,1156.0,Never married,White,$10000 - 14999,"Ind,near dem",Catholic,Not applicable
2e3,1157.0,Never married,White,$15000 - 19999,Independent,None,Not applicable
2e3,1158.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,1159.0,Widowed,White,$20000 - 24999,"Ind,near rep",Protestant,United methodist
2e3,1160.0,Married,White,$3000 to 3999,Not str republican,Catholic,Not applicable
2e3,1161.0,Married,White,Not applicable,Strong democrat,Protestant,Baptist-dk which
2e3,1162.0,Married,White,$25000 or more,Independent,Protestant,Am bapt ch in usa
2e3,1163.0,Widowed,White,Not applicable,"Ind,near rep",Protestant,United methodist
2e3,1164.0,Married,White,Not applicable,Strong republican,Protestant,Lutheran-mo synod
2e3,1165.0,Married,White,Not applicable,Strong democrat,Protestant,United pres ch in us
2e3,1166.0,Widowed,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,1167.0,Never married,White,$20000 - 24999,Not str republican,Protestant,Southern baptist
2e3,1168.0,Married,White,Refused,Strong republican,Catholic,Not applicable
2e3,1169.0,Divorced,White,$25000 or more,Independent,Jewish,Not applicable
2e3,1170.0,Widowed,White,$10000 - 14999,Independent,Protestant,United methodist
2e3,1171.0,Married,White,$25000 or more,Not str democrat,Protestant,Other baptists
2e3,1172.0,Married,White,Refused,Not str republican,Protestant,Southern baptist
2e3,1173.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,1174.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Episcopal
2e3,1175.0,Married,White,Not applicable,Strong republican,Catholic,Not applicable
2e3,1176.0,Never married,White,$25000 or more,Strong republican,Catholic,Not applicable
2e3,1177.0,Divorced,White,$1000 to 2999,Not str democrat,Protestant,United methodist
2e3,1178.0,Married,Black,Not applicable,Strong republican,Protestant,Am bapt ch in usa
2e3,1179.0,Married,Black,$25000 or more,"Ind,near dem",Protestant,Evangelical luth
2e3,1180.0,Married,Other,$25000 or more,Strong republican,Catholic,Not applicable
2e3,1181.0,Divorced,White,$25000 or more,Other party,Protestant,Episcopal
2e3,1182.0,Widowed,White,Not applicable,Independent,Protestant,Am baptist asso
2e3,1183.0,Never married,White,$25000 or more,Not str republican,Protestant,United methodist
2e3,1184.0,Divorced,White,$15000 - 19999,Strong republican,Protestant,Other
2e3,1185.0,Divorced,White,Lt $1000,"Ind,near dem",None,Not applicable
2e3,1186.0,Separated,White,Not applicable,Independent,Protestant,Other baptists
2e3,1187.0,Divorced,White,Refused,Not str republican,Protestant,Baptist-dk which
2e3,1188.0,Separated,Black,$20000 - 24999,"Ind,near dem",Protestant,Other baptists
2e3,1189.0,Married,Black,$25000 or more,Strong democrat,Protestant,Nat bapt conv usa
2e3,1190.0,Separated,White,$5000 to 5999,Independent,Protestant,Baptist-dk which
2e3,1191.0,Divorced,Black,$25000 or more,Independent,None,Not applicable
2e3,1192.0,Married,White,$15000 - 19999,Strong democrat,Catholic,Not applicable
2e3,1193.0,Never married,White,$15000 - 19999,"Ind,near dem",Jewish,Not applicable
2e3,1194.0,Never married,Black,$20000 - 24999,Strong democrat,Protestant,Afr meth episcopal
2e3,1195.0,Widowed,White,Not applicable,Other party,Protestant,Southern baptist
2e3,1196.0,Never married,White,Not applicable,Strong democrat,Protestant,Other baptists
2e3,1197.0,Never married,White,$25000 or more,Not str republican,Protestant,Baptist-dk which
2e3,1198.0,Divorced,White,Refused,"Ind,near rep",Protestant,United methodist
2e3,1199.0,Separated,Black,$6000 to 6999,Strong democrat,Protestant,United methodist
2e3,1200.0,Married,Black,Not applicable,Strong democrat,Protestant,Afr meth episcopal
2e3,1201.0,Divorced,White,$25000 or more,Strong republican,Protestant,No denomination
2e3,1202.0,Divorced,White,$25000 or more,"Ind,near rep",Protestant,No denomination
2e3,1203.0,Divorced,White,Not applicable,Independent,None,Not applicable
2e3,1204.0,Married,Black,$25000 or more,No answer,None,Not applicable
2e3,1205.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2e3,1206.0,Divorced,White,$25000 or more,"Ind,near rep",Protestant,No denomination
2e3,1207.0,Never married,White,$1000 to 2999,Not str republican,Protestant,No denomination
2e3,1208.0,Never married,White,Not applicable,Independent,None,Not applicable
2e3,1209.0,Married,Black,$10000 - 14999,Not str democrat,Protestant,Am baptist asso
2e3,1210.0,Married,White,Not applicable,Not str democrat,Protestant,No denomination
2e3,1211.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,1212.0,Widowed,Black,Don't know,Not str democrat,Protestant,No denomination
2e3,1213.0,Widowed,Black,$20000 - 24999,Independent,Protestant,Other baptists
2e3,1214.0,Divorced,White,$10000 - 14999,Independent,None,Not applicable
2e3,1215.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2e3,1216.0,Married,White,$25000 or more,Strong republican,Protestant,No denomination
2e3,1217.0,Married,Other,$25000 or more,Not str democrat,Protestant,Other
2e3,1218.0,Married,Black,$25000 or more,Strong democrat,Protestant,Am bapt ch in usa
2e3,1219.0,Married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2e3,1220.0,Married,White,Not applicable,Strong democrat,Protestant,United pres ch in us
2e3,1221.0,Divorced,Black,Refused,"Ind,near rep",Protestant,No denomination
2e3,1222.0,Never married,White,$1000 to 2999,Independent,Protestant,Baptist-dk which
2e3,1223.0,Married,Other,Not applicable,"Ind,near dem",Protestant,Other
2e3,1224.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2e3,1225.0,Divorced,White,$25000 or more,Strong republican,Protestant,Other baptists
2e3,1226.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Southern baptist
2e3,1227.0,Divorced,White,$3000 to 3999,Independent,None,Not applicable
2e3,1228.0,Married,White,$25000 or more,Other party,Christian,Not applicable
2e3,1229.0,Divorced,White,$10000 - 14999,"Ind,near dem",Protestant,Southern baptist
2e3,1230.0,Married,White,$8000 to 9999,Independent,None,Not applicable
2e3,1231.0,Married,White,$10000 - 14999,"Ind,near dem",Protestant,Southern baptist
2e3,1232.0,Divorced,White,$10000 - 14999,Not str democrat,None,Not applicable
2e3,1233.0,Divorced,White,Refused,Not str democrat,Protestant,Southern baptist
